run_id,scenario_id,model_name,md_path,answer_char_length,answer_sha256
646,unknown,Gemma 3 12B IT,run_646__unknown__gemma_3_12b_it.md,2632,dc79d317783bf9c41cedb9473683c62ccc29f431f44e7c0dc209cc03cfed792b
647,unknown,Gemma 3 12B IT,run_647__unknown__gemma_3_12b_it.md,2443,d79ced873b727b1174e9a52f9cc82bdbfbf9d2e50bdd5eb56e4ed194b91418af
648,unknown,Gemma 3 27B IT,run_648__unknown__gemma_3_27b_it.md,2339,131ca5c0c697da894c633a15783048673cd1c419ecf18ea2f3679ce456ea2843
649,unknown,Gemma 4 31B IT,run_649__unknown__gemma_4_31b_it.md,2637,ba3f5facb7db752e65bb6bd40c8cae3d0f3054f78c8f07538bd4617f5a7b4468
650,unknown,Granite 4.1 8B,run_650__unknown__granite_4_1_8b.md,2242,223eb0d8b741d2414d76fe3e35b2fe1611baa46ddba82eec2359773753073709
651,unknown,Granite 4.1 8B,run_651__unknown__granite_4_1_8b.md,2482,5eaf072e201ffda3caa7bc6edf3f54ee0acd4216512b39985ccc1d8002f90a81
652,unknown,Granite 4.1 8B,run_652__unknown__granite_4_1_8b.md,2312,f8004f652845775f8a131c5a69010392f1a93172b11d43e603491e51b54cea63
653,unknown,Llama 3.1 8B Instruct,run_653__unknown__llama_3_1_8b_instruct.md,2175,af3296ba73e999d024289a9a166cec4f02aa5c2ed0a723a05dfd3b0de2ea98e4
654,unknown,Llama 3.1 8B Instruct,run_654__unknown__llama_3_1_8b_instruct.md,2193,fa5a96d094750b6d036406272054045787b5d818906f75dbd86595414c721134
655,unknown,Llama 3.1 8B Instruct,run_655__unknown__llama_3_1_8b_instruct.md,2460,c28323c804b9d49a817717dd6a9d05ec7e12a95a4be2757181faa2393cdd62e3
656,unknown,Ministral 3 8B,run_656__unknown__ministral_3_8b.md,3304,ba86782c459814c84a4b5e490c942647e01436e76d66fd7ff519e99fe790d486
657,unknown,Ministral 3 8B,run_657__unknown__ministral_3_8b.md,3508,4ed605f3936db41f95e8fe5e258fd503d6ad5185915c0670694566e5fdfa7ea8
658,unknown,Ministral 3 8B,run_658__unknown__ministral_3_8b.md,2752,f8c80f85390c341e9e18354d73ebbaecce299e7dc7af3b5278d9f2c215dd1ad3
659,unknown,Mistral NeMo 12B,run_659__unknown__mistral_nemo_12b.md,2014,9d290eb77469d48b2de96cb094ce5da90c3996f619e31e8654b2180f1010ddb8
660,unknown,Mistral NeMo 12B,run_660__unknown__mistral_nemo_12b.md,1594,60cdbd926fd4e27ef1e7c8be3cb8137be7229f2c8dbebb3b57bd5a9d9e3f04c8
661,unknown,Mistral NeMo 12B,run_661__unknown__mistral_nemo_12b.md,1607,39adc945a0ef8c008b530df69cdaa6e60c2a4d7ed03ced5fd62d9e5ff8b6acc2
662,unknown,Mistral Small 3.2 24B Instruct,run_662__unknown__mistral_small_3_2_24b_instruct.md,1769,ccef29c5a76fd35bf25c1bbae880ca9414dad260b82ff9d20ed42668d7b15570
663,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_663__unknown__nvidia_nemotron_3_nano_30b_a3b.md,2410,ee9785b0170411a6e2e5b6870abadf6a4c5965d5dcba51068ff87496bbe4a9a9
664,unknown,Qwen3 8B,run_664__unknown__qwen3_8b.md,174,c89c99010ce7e0a3063e88c627460ba2786118ee6443cba28a8abe48257112aa
665,unknown,Gemma 3 12B IT,run_665__unknown__gemma_3_12b_it.md,5272,8d67773ebcaa2112ba7b65a9f630905019f581c42bc2acfe6df4dae18cae434d
666,unknown,Gemma 3 12B IT,run_666__unknown__gemma_3_12b_it.md,4776,133428b7f187e0959a2289b0bda29ea0532048a6547fc33f15c9feff5101d51a
667,unknown,Gemma 3 12B IT,run_667__unknown__gemma_3_12b_it.md,4917,66961493c1443b77009bb92efc12ba5f96fec05484d81ac57058a4d7ed65a26f
668,unknown,Gemma 3 27B IT,run_668__unknown__gemma_3_27b_it.md,4602,d1acd0d9fd60841aa0f918d9023f25ef64212cf785eeddadc46d660a2a3de7a2
669,unknown,Gemma 4 31B IT,run_669__unknown__gemma_4_31b_it.md,3467,85ef1bd2f11e25ec5384ef0de9d06c80b8a27f079a27a81bb97fcd66e363d38c
670,unknown,Granite 4.1 8B,run_670__unknown__granite_4_1_8b.md,3638,337039a9938a3731b0ad8afe3de717379edf191575eb372b5c25e75873a802ce
671,unknown,Granite 4.1 8B,run_671__unknown__granite_4_1_8b.md,3556,624753031502a4a003ddfb58c6b086b65cdfc9411b78c3f995a381d68a976784
672,unknown,Granite 4.1 8B,run_672__unknown__granite_4_1_8b.md,3795,9233a6cdfe44ced06544889cbaa8bd7b3f884e7a3747f9a426818abc7ad4743e
673,unknown,Llama 3.1 8B Instruct,run_673__unknown__llama_3_1_8b_instruct.md,2745,614987f239fc777c2e404e634554d720a9c9ccf751e236abbb33de9731f52990
674,unknown,Llama 3.1 8B Instruct,run_674__unknown__llama_3_1_8b_instruct.md,2051,91899368f61ef9694fa1f84f2031375e2b5e6b57b1942280bd1d1f549b6e7a51
675,unknown,Llama 3.1 8B Instruct,run_675__unknown__llama_3_1_8b_instruct.md,3543,792a8767b0319f19f9eb3d479f4e99462d522961e3e9cf178fcb21ed59041a71
676,unknown,Ministral 3 8B,run_676__unknown__ministral_3_8b.md,5221,30829eb9da86c3924f20c36dd05e813fa5246801048a18a376cf6daae3ac480a
677,unknown,Ministral 3 8B,run_677__unknown__ministral_3_8b.md,4719,438f5f2422d83c3bc133f7eb6a30e86893430a90decd880b02057cf71fb44f1f
678,unknown,Ministral 3 8B,run_678__unknown__ministral_3_8b.md,7611,c77b81dc4831d4c00d22aa253387bd75d7d897d0c0c1a03d8a2d51be7d32af6c
679,unknown,Mistral NeMo 12B,run_679__unknown__mistral_nemo_12b.md,2500,1df494ff1fd74bb328fe58f5dd821c99a0edfd806b953e8f49e09bb3802070bb
680,unknown,Mistral NeMo 12B,run_680__unknown__mistral_nemo_12b.md,2363,b3ae3f54ee8417d8c9351bdac608f2b81aeb41b1aff9948676a12ab80e2c7a91
681,unknown,Mistral NeMo 12B,run_681__unknown__mistral_nemo_12b.md,2767,1a1943224d68ed9c66c905f56746875671f9df3c210a55f1927c3b9d039d45fc
682,unknown,Mistral Small 3.2 24B Instruct,run_682__unknown__mistral_small_3_2_24b_instruct.md,3983,be42e1d7389b16a09fef1d798c6f3881eaf36d5134185d26eb108abbed9efdf7
683,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_683__unknown__nvidia_nemotron_3_nano_30b_a3b.md,19208,e043621dc0a75ffd1efd7f16ca13023b49275fd1ff8b047e5422a55d3bee391e
684,unknown,Qwen3 8B,run_684__unknown__qwen3_8b.md,126,05d16a0e1109f475d313c555b9181bf35ec922b9fa9d408eaa0f615b523e4608
685,unknown,Qwen3.5 9B,run_685__unknown__qwen3_5_9b.md,2776,75b255c6d9d4b58def72155ef8987302b591091a7ac6e7825761f618be84a65d
686,unknown,Gemma 3 12B IT,run_686__unknown__gemma_3_12b_it.md,3966,419acf25c760a173890569488eaacbd0f864dcf3cb1b1dbcbc62d4d9e7a478a8
687,unknown,Gemma 3 12B IT,run_687__unknown__gemma_3_12b_it.md,3747,46e30bacef5f5ff46c6b48e04e041cdab999d9f0547c12749210ed5ea99f4ea3
688,unknown,Gemma 3 12B IT,run_688__unknown__gemma_3_12b_it.md,3607,8516ea21958c9994dfaa071081f66d58e2147ee056b453f3bb761ecb870df2c5
689,unknown,Gemma 3 27B IT,run_689__unknown__gemma_3_27b_it.md,3423,79bce5b4c6c0a4611012ae70cbba5fd22e67a65c4e70feccfc4cec1884781a9a
690,unknown,Gemma 4 31B IT,run_690__unknown__gemma_4_31b_it.md,2683,e1c9e7b44b1494616e9b907d8c6719642819434dc4870e57e42fbb4822ce81b5
691,unknown,Granite 4.1 8B,run_691__unknown__granite_4_1_8b.md,2573,13ca6efa8bd0ee93274030d2bbb78269ab80843858f39410f36b139746f708b5
692,unknown,Granite 4.1 8B,run_692__unknown__granite_4_1_8b.md,2572,4a831c3a8af5172befa5afc2ded391aaf8cfdad388f9cff84b50742aca0369da
693,unknown,Granite 4.1 8B,run_693__unknown__granite_4_1_8b.md,2795,e1729b19cf71b30ee56dd74661a30f817291ee155f693a3ca6fcb55f2d29f60f
694,unknown,Llama 3.1 8B Instruct,run_694__unknown__llama_3_1_8b_instruct.md,2085,be9bdabb175be74a0412f3df47875f05389ff6077b73c29cd0df2026be7c51d9
695,unknown,Llama 3.1 8B Instruct,run_695__unknown__llama_3_1_8b_instruct.md,2089,183d34a7fb1c4c4d97feae366aff36eb2568d3e7dc91e877c940177779a0143a
696,unknown,Llama 3.1 8B Instruct,run_696__unknown__llama_3_1_8b_instruct.md,2509,f1a72777a46c5a27229fa12d051f80ecb5e94a9b621ff3dbe86bea3fc4e14bae
697,unknown,Ministral 3 8B,run_697__unknown__ministral_3_8b.md,4129,6fbde167f012187780778eaa4381e2776a5e600782388c38bf60172f74c36570
698,unknown,Ministral 3 8B,run_698__unknown__ministral_3_8b.md,4538,df0956e05b826bcf86e84ff6d471944f8178a43fa803e9aa24862e242fb090e8
699,unknown,Ministral 3 8B,run_699__unknown__ministral_3_8b.md,5362,07ee53b0a054f65441a72ab81bc1853ec704183b63bd847286cc751d1664336d
700,unknown,Mistral NeMo 12B,run_700__unknown__mistral_nemo_12b.md,2235,96de2cb9157bf80be32bb89c541abdb277fa5865e8f951b9bef7acec83c95438
701,unknown,Mistral NeMo 12B,run_701__unknown__mistral_nemo_12b.md,1750,1f79cfd108ed011e24dde53ade9df8e908aa73502d67ed7407255baf421802ba
702,unknown,Mistral NeMo 12B,run_702__unknown__mistral_nemo_12b.md,2235,96de2cb9157bf80be32bb89c541abdb277fa5865e8f951b9bef7acec83c95438
703,unknown,Mistral Small 3.2 24B Instruct,run_703__unknown__mistral_small_3_2_24b_instruct.md,2327,d01b07c0a7a6ee4df85084c1a2b95f4d00ec4f383006d5a9ddaf91131bb54efd
704,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_704__unknown__nvidia_nemotron_3_nano_30b_a3b.md,2708,58878219679f91ab0495eb9eff1305ee4405895000cba19daf32ea90c153078a
705,unknown,Qwen3 8B,run_705__unknown__qwen3_8b.md,128,7b22ce7bed7535083152a80acbbeb00def76e5ea57327e87e9891071e7ac9d9b
706,unknown,Qwen3.5 9B,run_706__unknown__qwen3_5_9b.md,4269,cb4b471a04eecc628c36a70717b9e9574152a39a1bbfcb37dab47fe5077fe393
